,text_stem,topic
1096,японск летн кикбоксер теншин нацукав нанес соперник удар ног паден разворот турнир rizin привлек вниман пользовател сет виде поединк размещ youtube канал бойцовск клуб rizin нацукав выступа специальн поединк правил кикбоксинг весов категор килограмм турнир бойцовск федерац rizin ма японец одержа побед соотечественник юсак накамур техническ нокаут втор раунд удар ног паден разворот перв раунд помог нацукав отправ соперник нокдаун привлек японц вниман болельщик мир теншин нацукав явн игра приставк зацен удар раскат гром — написа сво twitter блогер брэд хэннига обрат журналист комментатор абсолюнт бойцовск чемпионат джо роган замедл сумасшедш удар теншин сих пор соображ эт вообщ возможн — написа пользовател josh sanchez теншин — инопланетянин — прокомментирова удар пользовател jolassanda mma нацукав провел четыр поединк потерпел одн поражен кикбоксинг японец такж проигрыва име сво актив побед,Спорт
1097,тренер фигурн катан рафаэл арутюня прокомментирова переход фигуристк евген медведев тренер брайан орсер слов привод the japan times обща российск сми сказа эт предсказуем эт случа спортсмен тренерск групп фигуристк станов старш появля молод спортсменк покида групп кажет евген приня лучш решен юл липницк — заяв арутюня мнен тренер орсер — сильн специалист однак медведев придет нелегк культурн сред зна справ эт подход котор практику сша канад спортсм несут больш ответствен сво поступк росс орсер медведев придет тяжел — отмет медведев подтверд уход этер тутберидз ма фигуристк проработа руководств тренер лет тутберидз сообщ подопечн переста выход связ тренер такж рассказа медведев высказа претенз нежелан остав выигра золот медал алин загитов юниорск уровн год,Спорт
1098,российск фигуристк евген медведев отказа комментирова слов алин загитов сказа врем олимпийск игр пхенчхан сообща ри новост буд отвеча вопрос – заяв медведев пресс конференц ма бывш тренер фигуристк этер тутберидз рассказа произвольн прокат олимпиад медведев высказа претенз нежелан остав алин загитов выигра золот медал юниорск уровн год матч тв ма сообщ медведев прекрат сотрудничеств тутберидз нов наставник спортсменк стал канадец брайа орсер медведев — двукратн чемпионк мир европ дважд выигрыва финал гран олимпиад спортсменк завоева серебрян медал уступ загитов,Спорт
1099,заслужен тренер ссср татья тарасов раскритикова тренер этер тутберидз та преда огласк слов евген медведев прокат олимпийск игр пхенчхан слов привод ри новост дума тренер котор доверя абсолютн как тяжел минут долж говор так близк так близк видел отношен так тяжел минут говор жен — предател — заяв тарасов тренер отмет тутберидз явля взросл человек медведев доч дочер наверн найт общ язык как тяжел тренировк дочер наход общ язык — добав медведев начал ма прекрат сотрудничеств тутберидз котор работа год тренер рассказа фигуристк выход связ слов произвольн прокат олимпиад пхенчхан медведев высказа претенз нежелан остав алин загитов выигра золот медал юниорск уровн год,Спорт
1100,бывш полузащитник санкт петербургск зенит сборн нидерланд фернанд рикс страда боков амиотрофическ склероз утрат способн говор ухудшен состоян экс футболист интерв nu nl рассказа друг винсент де врис говор прост смотр сво балкон дом валенс единствен способ коммуникац — эт морган глаз болезн разруш орга реч рук ног утрат сил вопрос лиш долг сможет продержа — заяв де врис октябр год рикс диагностирова боков амиотрофическ склероз — неизлечим дегенеративн заболеван центральн нервн систем приводя паралич послед атроф мышц протяжен эт лет спортсм проход курс терап рикс защища цвет зенит год вмест син бел голуб голландец стал чемпион росс такж обладател кубк суперкубк уеф кром шест лет выступа глазг рейнджерс котор дважд выигрыва чемпионат шотланд,Спорт
1101,шведск напада нэшвилл предаторс филип форсберг заброс шайб броск собствен ног матч прот виннипег джетс пле офф национальн хоккейн лиг нхл виде размещ twitter аккаунт nhl daily й минут встреч форсберг увелич отр предаторс трех шайб швед оформ дубл соотечественник виктор арвидссон позж заб пуст ворот установ окончательн счет матч успех позвол предаторс сравня счет сер четырех побед дан момент обе команд побед реша матч состо нэшвилл ма,Спорт
1102,вратар сборн белорусс хокк витал трус подел мнен турнирн ситуац команд поражен сборн росс счет группов этап чемпионат мир слов спортсм переда спорт экспресс посмотр австр франц сыгра нам нужн побед инач стран пуст нужн стара оста эл — рассказа трус сборн белорусс потерпел поражен подряд разгром сборн росс пост главн тренер покинул канадец дэйв льюис дальн неудач могут сто белорус мест числ сильн команд мир две команд наихудш результат итог турнир кажд двух групп след сезон будут соревнова дивизион класс ниж,Спорт
1103,защитник московск цска алекс васил березуцк соглас вернут сборн росс участ чемпионат мир ссылк собствен источник сообща матч тв главн тренер национальн команд станисла черчес встрет игрок попрос вернут сборн летн футболист ответ соглас поздн интерв р спорт березуцк опровергл сообщен возвращен сборн преддвер домашн чемпионат мир сборн испытыва кадров проблем ма черчес заяв защитник георг джик виктор васин такж напада александр кокорин смогут выступ мундиал поврежден березуцк объяв завершен карьер сборн март год футболист призна приня эт решен накоп травм васил березуцк провел национальн команд матч отмет пят гол счет алексе игр состав сборн брат стал бронзов призер евр,Спорт
1104,напада реа криштиан роналд получ травм врем матч барселон сообщ главн тренер мадридск клуб зинедин зида слов котор привод twitter журналист espn дермот коррига роналд немн обеспоко повод сво участ финал лиг чемпион лодыжк опухл сказа страшн произошл — заяв зида португалец получ поврежден перв тайм эл класик замен перерыв успел заб мяч ворот барселон помогл реал побед встреч заверш счет фина лиг чемпион состо ма киев испанск клуб противостоя английск ливерпул роналд розыгрыш турнир лидир списк лучш бомбардир — счет мяч,Спорт
1105,главн тренер сборн росс футбол станисла черчес рассказа формирован заявк национальн команд чемпионат мир слов привод чемпионат com каса георг джик виктор васин александр кокорин всем трем игрок име полн ясност — примут участ чемпионат мир огромн сожален серьзн травм позвол необходим степен готовн подойт турнир — заяв тренер пожела футболист спокойн восстанов готов нов сезон одн турнир пуст так крупн жизн заканчива — сказа черчес джик васин кокорин получ травм крестообразн связок кол тро проход курс реабилитац чемпионат мир пройдет июн июл российск город,Спорт
1106,международн ассоциац легкоатлетическ федерац iaaf состав секретн список спортсмен котор подозрева употреблен допинг сообща порта standardmedia co ke документ нос назван anti doping programme — testing statistics составл групп специалист руководств главн врач iaaf стивен бермон год однак опубликова отмеча большинств вошедш перечен спортсмен представля росс кром списк фигурир кенийц атлет сша ямайк подозрен оказа мног олимпийск чемпион фамил попа список спортсмен указыва однак отмеча перечн фигурир кенийск бегун асбел кипроп выигра золот олимпиад бег метр всероссийск федерац легк атлетик дисквалифицирова iaaf нарушен антидопингов прав российск спортсмен разреш выступа международн старт нейтральн статус заявк россия участ турнир рассматрива индивидуальн порядк,Спорт
1107,президент федерац фигурн катан армен мелан степаня заяв фигуристк евген медведев выступа сборн стран слов степаня привод р спорт слух медведев выступа армен соответств действительн вариант обсужда — заяв степаня медведев начал ма прекрат сотрудничеств тренер этер тутберидз котор работа год интерв перв канал тренер рассказа фигуристк выход связ слов тутберидз медведев прос остав олимпийск чемпионк алин загитов год юниор однак тренер соглас объявлен уход спортсменк тутберидз сообща медведев смен спортивн гражданств начнет выступа сборн канад армен медведев — двукратн чемпионк мир европ дважд выигрыва финал гран олимпиад пхенчхан спортсменк завоева серебрян медал уступ соотечественниц загитов,Спорт
1108,сборн росс обыгра сборн белорусс счет трет матч группов этап чемпионат мир хокк понедельник ма сообща корреспондент лент ру счет матч й минут откр павел дацюк зат забит шайб отмет макс шалун минут ил каблук минут й минут снов отлич дацюк трет период шайб заброс макс мамин минут кирилл каприз минут ма сборн росс разгром австрийц счет ма так счет — француз след встреч россиян проведут прот сборн чех ма,Спорт
1109,министерств молодеж спорт украин перестанет финансирова поездк спортсмен соревнован росс глав ведомств игор ждан написа facebook министерств потрач рубл средств налогоплательщик визит атлет росс никак государствен призов выплат побед так состязан предупрежд поездк росс нежелательн — заяв министр отмет ки запрет спортсмен еха ту ин стран исключен дела тех состо воен служб отдельн категор украинск атлет — спортсм военнослужа всу нацгвард госпогранслужб друг потенциальн явля главн мишен фсб врем поездок рф должн действова соответств приказ сво воен руководств — подчеркнул ждан середин март украин отказа соревнован росс снят бойкот необходим общ политическ ситуац улучш атмосфер переста накаля поясн власт стран,Спорт
1110,игрок клуб национальн баскетбольн ассоциац нба ют джаз донова митчелл перепрыгнул центров хьюстон рокетс клинт капел врем четверт матч втор раунд пле офф видеозап опубликова youtube канал espn перв четверт партнер вывел капел свободн кольц пыт догна соперник заблокирова бросок митчелл прыгнул спин перелетел голов однак центров рокетс рост котор составля сантиметр равн заброс мяч сверх встреч заверш поражен ют счет джаз уступа сер четырех побед,Спорт
1111,главн тренер французск марсел руд гарс отчаян упа газон суд дал команд проб пенальт матч чемпионат стран ницц видеозап появ twitter врем встреч арбитр антон гот стал наказыва ницц сильн расстро гарс повал пол прокат нем схват голов несмотр эт марсел одержа побед счет,Спорт
1112,четырехкратн олимпийск чемпион биатлон александр тихон прокомментирова ситуац решен международн ассоциац легкоатлетическ федерац iaaf лиш прав участвова чемпионат мир российск ходок слов привод матч тв ходок больш сканда возник тренер котор дисквалифицирова работа атлет сраз отстран нескольк наш спортсмен международн старт врод наказа люд продолжа наруша норм дума порог нескольк подобн скандал — заяв олимпийск чемпион ма iaaf лиш пятер российск спортсмен прав участвова командн чемпионат мир нейтральн статус так решен принят спортсм наход сбор киргиз вмест пожизнен дисквалифицирова тренер виктор чегин март дисквалификац всероссийск федерац легк атлетик продл одн препятств снят санкц явля такж статус русад организац сих пор восстановл прав,Спорт
1113,российск фигуристк полин цурск прекрат сотрудничеств тренер этер тутберидз сообща матч тв спортсменк подтверд факт расставан тренер заяв дан решен принят личн инициатив фигуристк работа групп тутберидз год летн цурск явля победительниц фина гран сред юниор год чемпионк росс сред юниор год начал ма прекращен сотрудничеств тутберидз объяв двукратн чемпионк мир европ евген медведев тренер рассказа фигуристк выход связ произвольн прокат олимпиад пхенчхан высказа претенз нежелан остав алин загитов выигра золот медал юниорск уровн год,Спорт
1114,полузащитник манчестер сит сборн украин александр зинченк урон чемпионск кубок врем празднован побед сво команд английск премьер лиг видеозап появ twitter аккаунт footbie españa футболист прыга вмест партнер повернувш спин троф легк касан чаш упа постамент зинченк отреагирова удивлен взгляд спортсмен помогл организатор вернул троф мест манчестер сит обеспеч побед чемпионат пят тур финиш горожа титул стал пят истор,Спорт
1115,российск фигуристк евген медведев прокомментирова прекращен сотрудничеств тренер этер тутберидз слов спортсменк привод сайт федерац фигурн катан коньк росс буд продолжа выступа российск федерац остав школ самб трениру канадск специалист брайа орсер дела эт использова нов возможн друг методик тренировочн процесс продолжа представля росс сам высок уровн — заяв медведев фигуристк рассказа жит тренирова северн америк каса смен спортивн гражданств эт абсолютн бред нормальн вменя люд эт прекрасн понима эт каса буд жит канад прост придет смен мест жительств неопределен срок — добав спортсменк поблагодар тутберидз долг плодотворн пор очен сложн работ пожела успех групп медведев отмет над пройдет врем поймут эт единствен возможн вариант обе продолж честн работа медведев начал ма прекрат сотрудничеств тутберидз котор работа год тренер рассказа фигуристк выход связ слов произвольн прокат олимпиад пхенчхан медведев высказа претенз нежелан остав алин загитов выигра золот медал юниорск уровн год медведев — двукратн чемпионк мир европ дважд выигрыва финал гран олимпиад спортсменк завоева серебрян медал уступ загитов,Спорт
1116,санкт петербургск зен потеря шанс попадан лиг чемпион тур российск футбольн премьер лиг рфпл сообща корреспондент лент ру ма московск цска обыгра тульск арсена счет побед московск клуб оста трет мест чемпионат име актив очк оказа недосяга зенит люб исход матч последн тур петербургск команд сможет подня выш четверт мест попадет лиг чемпион цска потеря трет мест выйт европейск турнир проигра последн тур краснодар одерж побед тур цска дом примет махачкалинск анж краснодар встрет казанск рубин лет год зен приобрел футболист общ сумм окол миллион доллар миллион евр частност соста команд пополн пятер аргентинц санкт петербург перееха тренер роберт манчин зим го клуб перешл полузащитник магомед оздо защитник эльмир набиуллин,Спорт
1117,шведск напада лос анджелес гэлэкс злата ибрагимович матч главн лиг соккер прот хьюстон динам удар соперник локт избежа удален виде опубликова официальн twitter канал лиг счет польз команд хьюстон ибрагимович наход штрафн площад соперник пыта избав опек ромел киот соверш резк разворот корпус швед удар футболист хьюстон локт свал газон рефер встреч огранич устн предупрежден напада гэлэкс встреч заверш счет польз хьюстон динам ибрагимович отлич забит мяч сумел,Спорт
1118,россиянк мар шарапов вышл втор круг турнир женск теннисн ассоциац wta мадрид сообща корреспондент лент ру старт турнир шарапов переигра румынк михаэл бузэрнеск счет встреч продолжа час минут втор круг теннисистк встрет румынк ирин бег эт побед стал перв россиянк январ год спортсменк обыгра латвийк анастас севастов втор круг australian open потерпел четыр поражен подряд март шарапов снял турнир май недел спортсменк прекрат сотрудничеств голландск тренер свен груневелд теннисистк работа руководств год летн шарапов — пятикратн победительниц турнир сер больш шлем теннисистк такж завоева серебрян медал олимпийск игр лондон,Спорт
1119,защитник московск локомотив борис ротенберг младш рассказа означа побед российск футбольн премьер лиг рфпл слов игрок переда чемпионат com безумн счастл уда стат чемпион шел эт карьер спасиб локомотив — заяв футболист ма московск клуб одержа домашн побед зенит счет гол счет португальск форвард эдер благодар побед команд юр семин досрочн оформ перв лет чемпионств ротенберг вышел пол март матч амкар — локомот защитник стал лидер чемпионат росс количеств матч проведен запас нынешн розыгрыш рфпл футболист лиш шест принима участ игр сумм ротенберг провел пол состав локомотив минут профессиональн карьер ротенберг нача год го й прав игрок принадлежа московск динам котор период го год возглавля отец — миллиардер борис ротенберг старш актив летн защитник — матч состав сборн финлянд титул чемпион росс — единствен наград футболист такж явля обладател серебрян меда рфпл состав ростов будуч игрок локомотив завоева кубок росс,Спорт
1120,тренер этер тутберидз раскр причин уход фигуристк евген медведев друг наставник рассказа эфир перв кана расставан выдвига как услов наверн неизбежн узна уход медведев сми жен выход связ отвеча сообщен жен говор — неужел могл удержа алин загитов год юниор — заяв тутберидз тренер соглас предложен подопечн жен должн равн шанс — вспомн сво ответ спортсменк twitter дик извиня такж представл эсэмэс переписк тренер подопечн тутберидз пыта выйт контакт фигуристк однак медведев игнорир наставниц ма матч тв сообщ медведев прекрат работа тутберидз вероятн кандидат рол нов наставник спортсменк стал канадец брайа орсер медведев — двукратн чемпионк мир европ дважд выигрыва финал гран олимпиад пхенчхан спортсменк завоева серебрян медал уступ соотечественниц алин загитов руководств тутберидз медведев работа год,Спорт
1121,барселон сыгра внич мадридск реал матч го тур чемпионат испан сообща корреспондент лент ру эл класик прошл воскресен ма стадион камп но барселон заверш счет й минут напада каталонц луис суарес откр счет четыр минут форвард криштиан роналд сравня й минут лидер барселон лионел месс снов вывел команд вперед окончательн счет й минут установ хавбек сливочн гарет бэйл подопечн эрнест вальверд й минут игра меньшинств удален защитник серх роберт апрел каталонск клуб установ рекорд чемпионат испан продолжительн беспроигрышн сер момент команд провел матч поражен матч барселон лидир ла лиг име актив очк реа занима трет мест очк,Спорт
1122,японск бойц смеша стил кедз хоригут хват девят секунд отправ техническ нокаут американц й макколл виде бо опубликова twitter аккаунт mma vaobhr поединок бойц состоя турнир rizin японск фукуок ма хоригут контратакова соперник хук лев рук макколл упа рефер останов бо присуд побед японц последн побед карьер макколл одержа год выступ абсолютн бойцовск чемпионат ufc поражен хоригут стал седьм карьер американц счет такж побед хоригут проигрыва карьер дважд остальн поединк японец оказыва победител,Спорт
1123,сборн росс обыгра сборн австр счет втор матч группов этап чемпионат мир хокк сообща корреспондент лент ру счет матч й минут откр миха григоренк след четыр минут россиян увелич преимуществ трех шайб отлич арт анисим александр барабан втор период команд ил воробьев такж отправ шайб ворот австрийц й минут григоренк оформ дубл й шайб сво счет записа кирилл каприз й макс мамин довел счет польз российск сборн трет период минут конц встреч ил михе разв успех команд сдела счет голкипер россия васил кошечкин записа сво счет втор матч нол подряд перв встреч турнир сборн переигра команд франц счет россиян ма встрет команд белорусс,Спорт
1124,французск велогонщик франсу жисс погиб попытк установ миров рекорд скорост реактивн велосипед сообща l alsace утр ма француз уда разогна километр час однак зат потеря управлен вылетел трасс велогонщик разрешен использован взлетн посадочн полос департамент верхн рейн качеств гоночн трасс идет проверк год жисс реактивн велосипед достиг скорост километр час нов рекорд планирова разогна километр,Спорт
1125,пользовател социальн сет отреагирова информац фигуристк евген медведев покида тренер этер тутберидз негативн комментар появ фотограф instagram аккаунт спортсменк слабачк изменщиц вал росс возьм маразматичк тарасов — написа юзер российск спортсменк подпис фот иностра язык сраз видн аккаунт ведет зарубежн фанат эт перв звоночек человек неуютн неудобн росс — отмет орфограф пунктуац авторск некотор поклонник фигуристк встал сторон выбор сдела тво болельщик буд уважа тво решен продолжа поддержива — выраз мнен пользовател ма матч тв сообщ медведев прекрат работа тутберидз вероятн кандидат рол нов наставник спортсменк стал канадец брайа орсер медведев — двукратн чемпионк мир европ дважд выигрыва финал гран олимпиад пхенчхан спортсменк завоева серебрян медал уступ соотечественниц алин загитов руководств тутберидз медведев работа год,Спорт
1126,английск ливерпул котор встрет финал лиг чемпион мадридск реал отмеч победител турнир официальн сайт уеф ошибк быстр устран модератор однак пользовател twitter bluecarefree успел запечатлет помарк уеф успел объяв ливерпул победител — подписа снимок экра bluecarefree полуфинал ливерпул оказа сильн итальянск ром англичан обыгра сво соперник счет сумм двух встреч прошл фина турнир реа пут главн матч турнир слом сопротивлен мюнхенск бавар команд французск специалист зинедин зида втор матч противостоян сыгра внич соперник перв встреч законч побед испанц — финальн матч состо стадион олимпийск киев ма,Спорт
1127,бразильск полузащитник сан паул маркиньос сиприа отказа продлева контракт сво команд присоедин донецк шахтер осен го сообща yahoo esportes летн футболист официальн предложен сторон испанск барселон однак сиприа сдела выбор польз донецк клуб слов сам игрок привлекл деньг решен связа деньг эт вопрос планирован шанс выступ лиг чемпион клуб отличн работа молод бразильц — отмет сиприа дан момент состав шахтер выступа сем представител бразил защитник исма дод такж полузащитник тайсон фред дентин бернард ала патрик донецк клуб — действ чемпион украин нынешн розыгрыш турнир шахтер лидир борьб титул опереж ближайш преследовател — киевск динам — очк,Спорт
1128,американск боец смеша стил mma жер ривер получ серьезн травм рук врем бо соотечественник брэндан ройвал врем турнир legacy fighting alliance виде опубликова официальн twitter аккаунт axs tv прав локот ривер оказа вывихнут ройва вынуд прижа клетк обнаруж травм — рук момент наход неестествен положен — ривер попыта убежа соперник американец получ нескольк удар рефер останов бо ройвал присужд побед техническ нокаут й секунд перв раунд журналист александр сво twitter аккаунт назва травм ривер одн сам жутк довел увидет mma автор мэт перлма сво twitter аккаунт выраз мнен поврежден ривер — одн сам отвратительн увиден последн врем,Спорт
1129,генеральн директор национальн обществен телерадиокомпан украин нот зураб аласан назва смерт украинск телевиден показ матч чемпионат мир футбол котор пройдет лет год росс заяв интерв портал sport arena официальн решен наш отказ транслирова чм пок вся стран понима показа чемпионат обществен тв — эт смерт — сказа добав нот пыта прода пакет трансляц друг телеканал однак переговор постоя заход тупик телекана котор идут переговор понима врем игра польз пыта заработа очен хот выйт нол государств потрат эт немал деньг — поясн менеджер как шанс украинск болельщик увидет чм друг украинск канал сказа процент — резюмирова аласан феврал нот отказа трансляц матч чм аласан призна отказ многомиллион проект стал трудн решен добав друг телекомпан украин послед пример нот март президент украин петр порошенк высказа относительн возможн бойкот чемпионат мир футбол росс стран участниц турнир жела всесторон бойкот чемпионат мир росс — заяв отмет явля футбольн болельщик март год порошенк открыт призыва бойкот турнир высказыван украинск лидер отреагирова пресс секретар президент росс владимир путин дмитр песк заяв рф выполн взят обязательств турнир станет одн лучш истор сборн украин сумел преодолет квалификац чемпионат мир росс октябр год команд андре шевченк уступ хорват заключительн матч отборочн турнир чемпионат мир пройдет город росс июн июл,Спорт
1130,российск боец смеша стил мма александр емельяненк нокаутирова бразильц габриэл гонзаг бо турнир rcc сообща корреспондент лент ру поединок прошел суббот ма екатеринбург емельяненк заверш бо втор раунд эт побед стал россиянин четверт подряд освобожден тюрьм последн емельяненк младш выход октагон март летн россиянин побед поляк симон байор турнир битв волг тольятт емельяненк хват трех минут отправ соперник нокаут недел назад брат спортсм боец федор емельяненк техническ нокаут й секунд побед американц фрэнк мир четвертьфинал гран тяжеловес bellator полуфинал встрет чейл соннен,Спорт
1131,twitter аккаунт sport появ виде раздевалк московск локомотив заснят футболист отмеча побед чемпионат росс футбол железнодорожник ран ма обыгра зен оказа недосяга московск спартак локомот последн выигрыва национальн первенств год такж москвич брал троф м клуб такж тренирова юр семин,Спорт
1132,английск криста пэлас сумел сохран прописк премьер лиг несмотр проигра сем перв матч сезон сообща twitter аккаунт optajoe клуб обыгра занима последн мест сток сит матч го тур счет набра очк благодар эт криста пэлас обеспеч отр идущ м саутгемптон избежа вылет чемпионшип эт произошл вперв лет год ливерпул оста сильн лиг сем поражен старт перв сем матч чемпионат команд проигра общ счет однак восьм тур оказа сильн действ чемпион — челс криста пэлас одержа побед сыгра внич проигра побед чемпионат четыр тур финиш обеспеч манчестер сит горожа титул стал пят истор,Спорт
1133,канадск игрок бостон брюинс брэд маршанд внов лизнул соперник врем матч пле офф национальн хоккейн лиг нхл несмотр просьб представител организац воздержа подобн поведен виде опубликова youtube канал пользовател mik bernier четверт игр сер прот тамп бэ лайтнинг хоккеист полез целова игрок соперник маршанд облизнул райа кэллаха встреч законч побед тамп овертайм счет общ счет сер стал польз тамп бэ лайтнинг апрел представител нхл связа бостон брюинс попрос повлия поведен маршанд нхл оказа недовольн игрок облиза соперник перв матч пле офф нхл прот торонт мейпл лифс встреч проход апрел маршанд лизнул напада торонт ле комаров лиц комар отмет немн понрав маршанд такж целова напада врем матч команд регулярн первенств,Спорт
